content_id,source_id,source_title,content_type,content_text,created_at,like_count,rule_topic_label,rule_topic_confidence,rule_topic_reason,topic_label,topic_confidence,topic_reason,topic_matched_keywords,topic_candidate_labels,llm_topic_label,llm_topic_confidence,llm_topic_reason,need_review,label_method
bilibili_comment:274485405233,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,reply,在广东，甚至有些大排档都有鱼池的，西贝的这个价格甚至不愿意早起去买鱼,2025-09-13T01:09:29+08:00,445,price_value,0.75,规则命中 price_value 关键词：价格。,price_value,0.85,LLM校正：吐槽价格高，不愿买新鲜鱼,"{""price_value"": [""价格""]}",price_value,price_value,0.85,吐槽价格高，不愿买新鲜鱼,false,rule+llm
bilibili_comment:274486392369,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,reply,多吃预制菜,2025-09-13T01:25:02+08:00,18,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：预制菜, 预制。",prepared_food_authenticity,0.75,LLM校正：简短提及预制菜,"{""prepared_food_authenticity"": [""预制菜"", ""预制""]}",prepared_food_authenticity,prepared_food_authenticity,0.75,简短提及预制菜,false,rule+llm
bilibili_comment:274489597809,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,我以前是做中央厨房，不过是德国品牌，蔬菜必须一天一丢，早上开始洗摘放入冷库打好日期，等待派送，日期已经注明只能当天使用，当天晚上22点过期不可使用丢弃处理，鸡肉，鸭肉，需要腌制，保质期3天，做好放冷库，三文鱼一天一丢，牛肉一天一丢，肉酱各种酱保质期7天,2025-09-13T02:47:18+08:00,49,food_safety_child_meal,0.75,规则命中 food_safety_child_meal 关键词：过期。,food_safety_child_meal,0.85,LLM校正：讨论中央厨房食材过期处理，涉及食品安全,"{""food_safety_child_meal"": [""过期""], ""prepared_food_authenticity"": [""中央厨房"", ""保质期""]}","food_safety_child_meal,prepared_food_authenticity",food_safety_child_meal,0.85,讨论中央厨房食材过期处理，涉及食品安全,true,rule+llm
bilibili_comment:274491774065,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,说实话，没去过西贝甚至上热搜才知道它，觉得问题重点就是确实有预制成分，死鸭子嘴硬没必要，其次预制菜价格高理解不了为什么还有那么多人去捧，说分量小 没吃过不予评论。反对的人也不用跟我杠，我看了他那几个菜是个人按步骤也好说明书也罢都能做，店里有正儿八经的厨师吗？我接受一些辅料配菜可以用半成品或者成品（拿西餐举例 用芝士总不可能从牛奶开始做，番茄意面也不可能真的纯用新鲜番茄给你熬酱汁肯定会用到番茄沙司）但我就没见过谁家饭店厨房后面一排冰柜的，那不就是快餐吗？这叫高档餐厅？,2025-09-13T03:58:27+08:00,22,prepared_food_authenticity,0.75,"规则命中 prepared_food_authenticity 关键词：预制菜, 新鲜, 预制。",prepared_food_authenticity,0.85,LLM校正：详细讨论预制菜成分及高价不合理,"{""prepared_food_authenticity"": [""预制菜"", ""新鲜"", ""预制""], ""price_value"": [""价格""], ""catering_industry_general"": [""餐厅"", ""饭店""]}","prepared_food_authenticity,price_value,catering_industry_general",prepared_food_authenticity,0.85,详细讨论预制菜成分及高价不合理,true,rule+llm
bilibili_comment:274492857649,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,reply,你吃的啥湘菜？我们这边湘菜馆子都是透明厨房，点菜是直接看食材点。你可以看着师傅切菜炒菜出餐[tv_白眼],2025-09-13T05:04:43+08:00,19,consumer_right_to_know,0.6,规则命中 consumer_right_to_know 关键词：透明。,consumer_right_to_know,0.85,LLM校正：提及透明厨房和点菜看食材，涉及知情权,"{""consumer_right_to_know"": [""透明""], ""prepared_food_authenticity"": [""食材""]}","consumer_right_to_know,prepared_food_authenticity",consumer_right_to_know,0.85,提及透明厨房和点菜看食材，涉及知情权,true,rule+llm
bilibili_comment:274497321697,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,reply,在冰箱冻一年的肉，出了西贝，大家都管它叫僵尸肉,2025-09-13T07:59:57+08:00,157,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.65,LLM校正：调侃僵尸肉，实质信息不足,,,other_unclear,0.65,调侃僵尸肉，实质信息不足,true,rule+llm
bilibili_comment:274501223553,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,b站真是一股清流啊，抖音快手上好多帮西贝洗的，在那偷换概念骂罗永浩，还说罗攻击西贝会让很多人失业！而且ip多是内蒙古的，好神奇啊！,2025-09-13T09:07:57+08:00,157,luoyonghao_persona,0.75,规则命中 luoyonghao_persona 关键词：罗永浩。,luoyonghao_persona,0.8,LLM校正：讨论罗永浩与西贝公关，提及老罗,"{""luoyonghao_persona"": [""罗永浩""]}",luoyonghao_persona,luoyonghao_persona,0.8,讨论罗永浩与西贝公关，提及老罗,false,rule+llm
bilibili_comment:274510726737,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,肯德基也是预制的   冻品送到店里炸一下就好了  没有人说肯德基坏话,2025-09-13T11:10:21+08:00,3,prepared_food_authenticity,0.75,规则命中 prepared_food_authenticity 关键词：预制。,prepared_food_authenticity,0.85,LLM校正：提及肯德基也是预制菜,"{""prepared_food_authenticity"": [""预制""], ""price_value"": [""肯德基""], ""catering_industry_general"": [""肯德基""]}","prepared_food_authenticity,price_value,catering_industry_general",prepared_food_authenticity,0.85,提及肯德基也是预制菜,true,rule+llm
bilibili_comment:274511370081,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,难道牵头牛来餐厅现杀吗？,2025-09-13T11:18:50+08:00,30,catering_industry_general,0.75,规则命中 catering_industry_general 关键词：餐厅。,catering_industry_general,0.85,LLM校正：反讽质疑，涉及餐厅现做话题,"{""catering_industry_general"": [""餐厅""]}",catering_industry_general,catering_industry_general,0.85,反讽质疑，涉及餐厅现做话题,false,rule+llm
bilibili_comment:274511685985,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,所以说一块的，一块半都是不合格产品？,2025-09-13T11:21:38+08:00,13,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.7,LLM校正：讨论价格与品质，但指向模糊,,,other_unclear,0.7,讨论价格与品质，但指向模糊,true,rule+llm
bilibili_comment:274516451121,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,这个馒头不是预制菜吧。馒头也能预制吗,2025-09-13T12:12:56+08:00,9,prepared_food_authenticity,0.75,"规则命中 prepared_food_authenticity 关键词：预制菜, 预制。",prepared_food_authenticity,0.9,LLM校正：明确讨论馒头是否预制菜,"{""prepared_food_authenticity"": [""预制菜"", ""预制""], ""price_value"": [""馒头""]}","prepared_food_authenticity,price_value",prepared_food_authenticity,0.9,明确讨论馒头是否预制菜,true,rule+llm
bilibili_comment:274517432817,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,是的，因为我买过，冷冻的馒头，四块钱一个吧？我老婆说西贝的馒头比较结实，一次性买了六个馒头，给你拿成盒的带走[笑哭]我经常喷我老婆脑子有点不灵光，一天到晚就信商场餐馆,2025-09-13T12:23:06+08:00,21,prepared_food_authenticity,0.6,规则命中 prepared_food_authenticity 关键词：冷冻。,prepared_food_authenticity,0.9,LLM校正：提到冷冻馒头，涉及预制菜相关,"{""prepared_food_authenticity"": [""冷冻""], ""price_value"": [""馒头""]}","prepared_food_authenticity,price_value",prepared_food_authenticity,0.9,提到冷冻馒头，涉及预制菜相关,true,rule+llm
bilibili_comment:274519176577,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,"预不预制不知道，就是保质期动辄几个月乃到两年，
添加剂一堆，这个“新鲜”还是留给你自己吃吧。
[妙啊][妙啊][妙啊][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]",2025-09-13T12:39:24+08:00,108,food_safety_child_meal,0.75,规则命中 food_safety_child_meal 关键词：添加剂。,food_safety_child_meal,0.85,LLM校正：提到添加剂，涉及食品安全,"{""food_safety_child_meal"": [""添加剂""], ""prepared_food_authenticity"": [""保质期"", ""新鲜"", ""预制""]}","food_safety_child_meal,prepared_food_authenticity",food_safety_child_meal,0.85,提到添加剂，涉及食品安全,true,rule+llm
bilibili_comment:274521399857,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,与其说提高效率，不如说提高你的利润率,2025-09-13T13:02:23+08:00,100,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.65,LLM校正：讨论利润率，但未明确指向具体主题,,,other_unclear,0.65,讨论利润率，但未明确指向具体主题,true,rule+llm
bilibili_comment:274528024465,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,它的回复是按国家标准没预制菜，因为按国家标准中央厨房不算，但是民众心里这是不是预制菜它不会在乎的。[吃瓜],2025-09-13T14:16:44+08:00,64,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：预制菜, 中央厨房, 预制。",prepared_food_authenticity,0.9,LLM校正：讨论预制菜定义和中央厨房,"{""prepared_food_authenticity"": [""预制菜"", ""中央厨房"", ""预制""]}",prepared_food_authenticity,prepared_food_authenticity,0.9,讨论预制菜定义和中央厨房,false,rule+llm
bilibili_comment:274530659057,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,可笑的是。现在的餐饮都以西贝为榜样！,2025-09-13T14:48:45+08:00,7,catering_industry_general,0.75,规则命中 catering_industry_general 关键词：餐饮。,catering_industry_general,0.8,LLM校正：评论餐饮行业现象,"{""catering_industry_general"": [""餐饮""]}",catering_industry_general,catering_industry_general,0.8,评论餐饮行业现象,false,rule+llm
bilibili_comment:274533887233,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,他是不是觉得半成品很高级,2025-09-13T15:29:48+08:00,689,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.65,LLM校正：反问半成品，含义模糊,,,other_unclear,0.65,反问半成品，含义模糊,true,rule+llm
bilibili_comment:274534621793,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,预制菜的好处有什么？促进就业？营养健康？[吃瓜],2025-09-13T15:39:34+08:00,81,food_safety_child_meal,0.75,规则命中 food_safety_child_meal 关键词：健康。,food_safety_child_meal,0.8,LLM校正：质疑预制菜营养健康，涉及健康话题,"{""food_safety_child_meal"": [""健康""], ""prepared_food_authenticity"": [""预制菜"", ""预制""]}","food_safety_child_meal,prepared_food_authenticity",food_safety_child_meal,0.8,质疑预制菜营养健康，涉及健康话题,true,rule+llm
bilibili_comment:274537192209,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,赛博案底，以前忽悠人没记录，过几年不认账了，现在都有高清录像，越是出名赛博名案底越详细[妙啊],2025-09-13T16:13:14+08:00,133,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.6,LLM校正：调侃但未明确指向实质主题,,,other_unclear,0.6,调侃但未明确指向实质主题,true,rule+llm
bilibili_comment:274537963649,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,这个特效太好玩了。,2025-09-13T16:21:42+08:00,22,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.95,LLM校正：纯评论视频特效，无相关实质内容,,,other_unclear,0.95,纯评论视频特效，无相关实质内容,true,rule+llm
bilibili_comment:274538002273,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,很良心了，利润率5%，你不懂的了[doge],2025-09-13T16:21:06+08:00,36,mockery_meme,0.75,规则命中 mockery_meme 关键词：doge。,mockery_meme,0.85,LLM校正：带doge表情，调侃利润率，玩梗为主,"{""mockery_meme"": [""doge""]}",mockery_meme,mockery_meme,0.85,带doge表情，调侃利润率，玩梗为主,false,rule+llm
bilibili_comment:274539368337,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,我记得罗老师曾经说过，标榜遵纪守法的都是人渣[doge],2025-09-13T16:38:29+08:00,28,mockery_meme,0.75,规则命中 mockery_meme 关键词：doge。,mockery_meme,0.85,LLM校正：引用罗永浩语录带doge，调侃,"{""mockery_meme"": [""doge""]}",mockery_meme,mockery_meme,0.85,引用罗永浩语录带doge，调侃,false,rule+llm
bilibili_comment:274539806689,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,逼急了会不会改生产日期,2025-09-13T16:44:05+08:00,11,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.65,LLM校正：简短猜测，含义不明确,,,other_unclear,0.65,简短猜测，含义不明确,true,rule+llm
bilibili_comment:274540823265,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,评论区预制哥破防了，给我看笑了,2025-09-13T16:56:19+08:00,42,prepared_food_authenticity,0.75,规则命中 prepared_food_authenticity 关键词：预制。,prepared_food_authenticity,0.85,LLM校正：提到预制哥，直接关联预制菜话题,"{""prepared_food_authenticity"": [""预制""]}",prepared_food_authenticity,prepared_food_authenticity,0.85,提到预制哥，直接关联预制菜话题,false,rule+llm
bilibili_comment:274542531281,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,蜀汉老面古法戗面馒头。,2025-09-13T17:15:09+08:00,0,price_value,0.75,规则命中 price_value 关键词：馒头。,price_value,0.7,LLM校正：提及馒头名称，隐含价格讨论,"{""price_value"": [""馒头""]}",price_value,price_value,0.7,提及馒头名称，隐含价格讨论,false,rule+llm
bilibili_comment:274544482577,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,"资本家联盟：（来自豆包AI，不保真）
巴奴毛肚火锅创始人杜中兵
吉祥馄饨创始人张彪
朱光玉火锅联合创始人李扬
华与华营销咨询有限公司董事长华杉
胖东来创始人于东来
眉州东坡创始人王刚
九毛九集团创始人管毅宏
中国连锁经营协会
餐饮老板内参",2025-09-13T17:35:43+08:00,5,catering_industry_general,0.9,"规则命中 catering_industry_general 关键词：餐饮, 连锁。",catering_industry_general,0.85,LLM校正：列出餐饮行业人物和组织,"{""catering_industry_general"": [""餐饮"", ""连锁""]}",catering_industry_general,catering_industry_general,0.85,列出餐饮行业人物和组织,false,rule+llm
bilibili_comment:274549588065,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,"有一阵子确实出口的质量比国内的好
现在好像也是，出口的质量，材质都比国内的好[吃瓜]",2025-09-13T18:29:28+08:00,2014,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.6,LLM校正：讨论出口质量，与西贝事件无直接关联,,,other_unclear,0.6,讨论出口质量，与西贝事件无直接关联,true,rule+llm
bilibili_comment:274556246897,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,然而现在的冰箱大部分还没装闭门器,2025-09-13T19:33:03+08:00,401,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.95,LLM校正：讨论冰箱配件，与主题无关,,,other_unclear,0.95,讨论冰箱配件，与主题无关,true,rule+llm
bilibili_comment:274557082113,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,这个馒头跟那个罗马生菜哪个离谱[笑哭],2025-09-13T19:41:32+08:00,1,price_value,0.6,规则命中 price_value 关键词：馒头。,price_value,0.85,LLM校正：讨论馒头价格，与视频主题一致。,"{""price_value"": [""馒头""], ""mockery_meme"": [""离谱""]}","price_value,mockery_meme",price_value,0.85,讨论馒头价格，与视频主题一致。,true,rule+llm
bilibili_comment:274560781489,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,reply,出口转内销现在还是很多商家营销噱头。,2025-09-13T20:19:02+08:00,193,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.55,LLM校正：未明确关联具体主题，暂归为其他。,,,other_unclear,0.55,未明确关联具体主题，暂归为其他。,true,rule+llm
bilibili_comment:274564679313,bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,comment,注意日期，差不多过期了,2025-09-13T20:56:53+08:00,96,food_safety_child_meal,0.75,规则命中 food_safety_child_meal 关键词：过期。,food_safety_child_meal,0.8,LLM校正：提及食品过期，涉及食品安全。,"{""food_safety_child_meal"": [""过期""]}",food_safety_child_meal,food_safety_child_meal,0.8,提及食品过期，涉及食品安全。,false,rule+llm
bilibili_comment:274567197825,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,reply,您好！冰箱密封条（也叫门封条）发霉是一个非常普遍但令人头疼的问题。这通常不是“毛病”，而是一个由环境因素和使用习惯共同导致的现象。,2025-09-13T21:22:19+08:00,278,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：与西贝事件无关，技术性回答。,,,other_unclear,0.5,与西贝事件无关，技术性回答。,true,rule+llm
bilibili_comment:274569649601,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,大家要警惕贾国龙作为资本的力量要抢走预制菜定义的解释权，一旦他们说什么就是什么的时候，我们老百姓就只能被迫接受预制的现炒锅气。中餐发展上千年，老百姓对于到底什么是预制菜自有我们最朴素的定义，不能让他们说什么是什么不是。,2025-09-13T21:45:18+08:00,148,brand_pr_crisis,0.75,规则命中 brand_pr_crisis 关键词：贾国龙。,brand_pr_crisis,0.9,LLM校正：讨论贾国龙和品牌公关，属于品牌危机话题。,"{""brand_pr_crisis"": [""贾国龙""], ""prepared_food_authenticity"": [""预制菜"", ""现炒"", ""预制""]}","brand_pr_crisis,prepared_food_authenticity",brand_pr_crisis,0.9,讨论贾国龙和品牌公关，属于品牌危机话题。,true,rule+llm
bilibili_comment:274571445281,bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,comment,鱼，现捞，现杀，现做才能说新鲜,2025-09-13T22:00:44+08:00,38,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：现做, 新鲜。",prepared_food_authenticity,0.85,LLM校正：强调现做新鲜，涉及预制菜真实现象。,"{""prepared_food_authenticity"": [""现做"", ""新鲜""]}",prepared_food_authenticity,prepared_food_authenticity,0.85,强调现做新鲜，涉及预制菜真实现象。,false,rule+llm
bilibili_comment:274576283681,bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,comment,西贝的逻辑我大概明白了，它认为只有烧熟的菜冷冻再加热，才是预制菜。但是预制菜的反义词是新鲜现做菜，任何腌制冷冻的食材，能说是新鲜现做的吗？,2025-09-13T22:47:18+08:00,34,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：预制菜, 现做, 冷冻, 加热, 新鲜, 食材, 预制。",prepared_food_authenticity,0.9,LLM校正：详细讨论预制菜与现做的区别。,"{""prepared_food_authenticity"": [""预制菜"", ""现做"", ""冷冻"", ""加热"", ""新鲜"", ""食材"", ""预制""]}",prepared_food_authenticity,prepared_food_authenticity,0.9,详细讨论预制菜与现做的区别。,false,rule+llm
