content_id,source_id,source_title,content_type,content_text,topic_label,created_at,like_count,rule_sentiment_label,rule_sentiment_confidence,rule_sentiment_reason,rule_stance_label,rule_stance_confidence,rule_stance_reason,sentiment_label,sentiment_confidence,sentiment_reason,stance_label,stance_confidence,stance_reason,matched_keywords,sentiment_candidate_labels,stance_candidate_labels,llm_sentiment_label,llm_sentiment_confidence,llm_sentiment_reason,llm_stance_label,llm_stance_confidence,llm_stance_reason,need_review,label_method
bilibili_comment:274485405233,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,reply,在广东，甚至有些大排档都有鱼池的，西贝的这个价格甚至不愿意早起去买鱼,price_value,2025-09-13T01:09:29+08:00,445,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,neutral,0.85,LLM校正：客观比较广东大排档，无情绪,question_xibei,0.8,LLM校正：暗示西贝价格高但食材不新鲜,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,neutral,0.85,客观比较广东大排档，无情绪,question_xibei,0.8,暗示西贝价格高但食材不新鲜,false,rule+llm
bilibili_comment:274486392369,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,reply,多吃预制菜,prepared_food_authenticity,2025-09-13T01:25:02+08:00,18,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：预制菜。,neutral,0.8,LLM校正：短句，无明显情绪,question_xibei,0.7,LLM校正：可能讽刺西贝预制菜,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""预制菜""]}}",,question_xibei,neutral,0.8,短句，无明显情绪,question_xibei,0.7,可能讽刺西贝预制菜,false,rule+llm
bilibili_comment:274489597809,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,我以前是做中央厨房，不过是德国品牌，蔬菜必须一天一丢，早上开始洗摘放入冷库打好日期，等待派送，日期已经注明只能当天使用，当天晚上22点过期不可使用丢弃处理，鸡肉，鸭肉，需要腌制，保质期3天，做好放冷库，三文鱼一天一丢，牛肉一天一丢，肉酱各种酱保质期7天,food_safety_child_meal,2025-09-13T02:47:18+08:00,49,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.9,LLM校正：分享行业经验，无情绪,unclear_meme,0.7,LLM校正：没有直接针对西贝或老罗，立场模糊,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.9,分享行业经验，无情绪,unclear_meme,0.7,没有直接针对西贝或老罗，立场模糊,true,rule+llm
bilibili_comment:274491774065,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,说实话，没去过西贝甚至上热搜才知道它，觉得问题重点就是确实有预制成分，死鸭子嘴硬没必要，其次预制菜价格高理解不了为什么还有那么多人去捧，说分量小 没吃过不予评论。反对的人也不用跟我杠，我看了他那几个菜是个人按步骤也好说明书也罢都能做，店里有正儿八经的厨师吗？我接受一些辅料配菜可以用半成品或者成品（拿西餐举例 用芝士总不可能从牛奶开始做，番茄意面也不可能真的纯用新鲜番茄给你熬酱汁肯定会用到番茄沙司）但我就没见过谁家饭店厨房后面一排冰柜的，那不就是快餐吗？这叫高档餐厅？,prepared_food_authenticity,2025-09-13T03:58:27+08:00,22,neutral,0.75,规则命中 neutral 关键词：说明。,question_xibei,0.9,"规则命中 question_xibei 关键词：西贝, 预制菜。",neutral,0.85,LLM校正：长篇分析，语气理性,question_xibei,0.85,LLM校正：质疑西贝预制菜和价格,"{""sentiment"": {""neutral"": [""说明""]}, ""stance"": {""question_xibei"": [""西贝"", ""预制菜""]}}",neutral,question_xibei,neutral,0.85,长篇分析，语气理性,question_xibei,0.85,质疑西贝预制菜和价格,false,rule+llm
bilibili_comment:274492857649,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,reply,你吃的啥湘菜？我们这边湘菜馆子都是透明厨房，点菜是直接看食材点。你可以看着师傅切菜炒菜出餐[tv_白眼],consumer_right_to_know,2025-09-13T05:04:43+08:00,19,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.85,LLM校正：反驳前面评论，但语气中性,unclear_meme,0.7,LLM校正：没有明确针对西贝或老罗,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.85,反驳前面评论，但语气中性,unclear_meme,0.7,没有明确针对西贝或老罗,true,rule+llm
bilibili_comment:274497321697,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,reply,在冰箱冻一年的肉，出了西贝，大家都管它叫僵尸肉,other_unclear,2025-09-13T07:59:57+08:00,157,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,neutral,0.85,LLM校正：陈述僵尸肉说法，无明显情绪,question_xibei,0.8,LLM校正：暗示西贝用冻肉,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,neutral,0.85,陈述僵尸肉说法，无明显情绪,question_xibei,0.8,暗示西贝用冻肉,false,rule+llm
bilibili_comment:274501223553,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,b站真是一股清流啊，抖音快手上好多帮西贝洗的，在那偷换概念骂罗永浩，还说罗攻击西贝会让很多人失业！而且ip多是内蒙古的，好神奇啊！,luoyonghao_persona,2025-09-13T09:07:57+08:00,157,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,neutral,0.85,LLM校正：观察现象，无情绪,question_xibei,0.75,LLM校正：提到帮西贝洗地，暗示西贝不对,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,neutral,0.85,观察现象，无情绪,question_xibei,0.75,提到帮西贝洗地，暗示西贝不对,false,rule+llm
bilibili_comment:274510726737,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,肯德基也是预制的   冻品送到店里炸一下就好了  没有人说肯德基坏话,prepared_food_authenticity,2025-09-13T11:10:21+08:00,3,neutral,0.4,未命中明确线索。,neutral_discussion,0.75,规则命中 neutral_discussion 关键词：肯德基。,neutral,0.9,LLM校正：客观对比肯德基，无情绪,neutral_discussion,0.8,LLM校正：讨论预制菜普遍现象，没有针对西贝或老罗,"{""sentiment"": {}, ""stance"": {""neutral_discussion"": [""肯德基""]}}",,neutral_discussion,neutral,0.9,客观对比肯德基，无情绪,neutral_discussion,0.8,讨论预制菜普遍现象，没有针对西贝或老罗,false,rule+llm
bilibili_comment:274511370081,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,难道牵头牛来餐厅现杀吗？,catering_industry_general,2025-09-13T11:18:50+08:00,30,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,sarcastic,0.75,LLM校正：反问语气带讽刺，暗示现杀不合理,unclear_meme,0.6,LLM校正：语句简短，主要为调侃，立场不明显,"{""sentiment"": {}, ""stance"": {}}",,,sarcastic,0.75,反问语气带讽刺，暗示现杀不合理,unclear_meme,0.6,语句简短，主要为调侃，立场不明显,true,rule+llm
bilibili_comment:274511685985,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,所以说一块的，一块半都是不合格产品？,other_unclear,2025-09-13T11:21:38+08:00,13,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：客观质疑，无强烈情绪,question_xibei,0.75,LLM校正：质疑西贝产品是否合格,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,客观质疑，无强烈情绪,question_xibei,0.75,质疑西贝产品是否合格,false,rule+llm
bilibili_comment:274516451121,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,这个馒头不是预制菜吧。馒头也能预制吗,prepared_food_authenticity,2025-09-13T12:12:56+08:00,9,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：预制菜。,neutral,0.9,LLM校正：客观疑问馒头是否为预制菜,question_xibei,0.85,LLM校正：直接质疑西贝产品属性,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""预制菜""]}}",,question_xibei,neutral,0.9,客观疑问馒头是否为预制菜,question_xibei,0.85,直接质疑西贝产品属性,false,rule+llm
bilibili_comment:274517432817,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,是的，因为我买过，冷冻的馒头，四块钱一个吧？我老婆说西贝的馒头比较结实，一次性买了六个馒头，给你拿成盒的带走[笑哭]我经常喷我老婆脑子有点不灵光，一天到晚就信商场餐馆,prepared_food_authenticity,2025-09-13T12:23:06+08:00,21,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,neutral,0.7,LLM校正：陈述个人经历，语气平稳,question_xibei,0.8,LLM校正：指出西贝馒头冷冻且贵，隐含批评,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,neutral,0.7,陈述个人经历，语气平稳,question_xibei,0.8,指出西贝馒头冷冻且贵，隐含批评,false,rule+llm
bilibili_comment:274519176577,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,"预不预制不知道，就是保质期动辄几个月乃到两年，
添加剂一堆，这个“新鲜”还是留给你自己吃吧。
[妙啊][妙啊][妙啊][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]",food_safety_child_meal,2025-09-13T12:39:24+08:00,108,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,sarcastic,0.8,LLM校正：使用‘妙啊’等表情，嘲讽添加剂和保质期,question_xibei,0.85,LLM校正：批评西贝预制菜不新鲜,"{""sentiment"": {}, ""stance"": {}}",,,sarcastic,0.8,使用‘妙啊’等表情，嘲讽添加剂和保质期,question_xibei,0.85,批评西贝预制菜不新鲜,true,rule+llm
bilibili_comment:274521399857,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,与其说提高效率，不如说提高你的利润率,other_unclear,2025-09-13T13:02:23+08:00,100,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,negative,0.7,LLM校正：直接指责西贝提高利润率,question_xibei,0.8,LLM校正：批评西贝动机,"{""sentiment"": {}, ""stance"": {}}",,,negative,0.7,直接指责西贝提高利润率,question_xibei,0.8,批评西贝动机,false,rule+llm
bilibili_comment:274528024465,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,它的回复是按国家标准没预制菜，因为按国家标准中央厨房不算，但是民众心里这是不是预制菜它不会在乎的。[吃瓜],prepared_food_authenticity,2025-09-13T14:16:44+08:00,64,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：预制菜。,neutral,0.8,LLM校正：客观陈述西贝回应，略带讽刺,question_xibei,0.85,LLM校正：质疑西贝回避预制菜定义,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""预制菜""]}}",,question_xibei,neutral,0.8,客观陈述西贝回应，略带讽刺,question_xibei,0.85,质疑西贝回避预制菜定义,false,rule+llm
bilibili_comment:274530659057,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,可笑的是。现在的餐饮都以西贝为榜样！,catering_industry_general,2025-09-13T14:48:45+08:00,7,neutral,0.4,未命中明确线索。,question_xibei,0.6,规则命中 question_xibei 关键词：西贝。,sarcastic,0.75,LLM校正：‘可笑的是’表达讽刺,question_xibei,0.8,LLM校正：批评餐饮业以西贝为榜样,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""], ""neutral_discussion"": [""餐饮""]}}",,"question_xibei,neutral_discussion",sarcastic,0.75,‘可笑的是’表达讽刺,question_xibei,0.8,批评餐饮业以西贝为榜样,true,rule+llm
bilibili_comment:274533887233,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,他是不是觉得半成品很高级,other_unclear,2025-09-13T15:29:48+08:00,689,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.7,LLM校正：疑问语气，情绪平稳,question_xibei,0.75,LLM校正：质疑西贝创始人观点,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.7,疑问语气，情绪平稳,question_xibei,0.75,质疑西贝创始人观点,false,rule+llm
bilibili_comment:274534621793,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,预制菜的好处有什么？促进就业？营养健康？[吃瓜],food_safety_child_meal,2025-09-13T15:39:34+08:00,81,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：预制菜。,sarcastic,0.8,LLM校正：反问‘好处有什么’并加吃瓜表情,question_xibei,0.85,LLM校正：质疑预制菜价值,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""预制菜""]}}",,question_xibei,sarcastic,0.8,反问‘好处有什么’并加吃瓜表情,question_xibei,0.85,质疑预制菜价值,true,rule+llm
bilibili_comment:274537192209,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,赛博案底，以前忽悠人没记录，过几年不认账了，现在都有高清录像，越是出名赛博名案底越详细[妙啊],other_unclear,2025-09-13T16:13:14+08:00,133,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.7,LLM校正：客观陈述现象,unclear_meme,0.6,LLM校正：提及赛博案底，指代不明,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.7,客观陈述现象,unclear_meme,0.6,提及赛博案底，指代不明,true,rule+llm
bilibili_comment:274537963649,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,这个特效太好玩了。,other_unclear,2025-09-13T16:21:42+08:00,22,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,positive,0.8,LLM校正：称赞特效好玩,unclear_meme,0.9,LLM校正：与主题无关，纯娱乐,"{""sentiment"": {}, ""stance"": {}}",,,positive,0.8,称赞特效好玩,unclear_meme,0.9,与主题无关，纯娱乐,true,rule+llm
bilibili_comment:274538002273,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,很良心了，利润率5%，你不懂的了[doge],mockery_meme,2025-09-13T16:21:06+08:00,36,sarcastic,0.75,规则命中 sarcastic 关键词：doge。,unclear_meme,0.75,规则命中 unclear_meme 关键词：doge。,sarcastic,0.85,LLM校正：反话‘很良心了’，配合doge表情,unclear_meme,0.5,LLM校正：可能调侃西贝，但玩梗为主,"{""sentiment"": {""sarcastic"": [""doge""]}, ""stance"": {""unclear_meme"": [""doge""]}}",sarcastic,unclear_meme,sarcastic,0.85,反话‘很良心了’，配合doge表情,unclear_meme,0.5,可能调侃西贝，但玩梗为主,true,rule+llm
bilibili_comment:274539368337,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,我记得罗老师曾经说过，标榜遵纪守法的都是人渣[doge],mockery_meme,2025-09-13T16:38:29+08:00,28,sarcastic,0.75,规则命中 sarcastic 关键词：doge。,unclear_meme,0.75,规则命中 unclear_meme 关键词：doge。,sarcastic,0.8,LLM校正：引用罗永浩名言反讽,unclear_meme,0.6,LLM校正：玩梗，未明确指向,"{""sentiment"": {""sarcastic"": [""doge""]}, ""stance"": {""unclear_meme"": [""doge""]}}",sarcastic,unclear_meme,sarcastic,0.8,引用罗永浩名言反讽,unclear_meme,0.6,玩梗，未明确指向,true,rule+llm
bilibili_comment:274539806689,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,逼急了会不会改生产日期,other_unclear,2025-09-13T16:44:05+08:00,11,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,negative,0.7,LLM校正：暗示西贝可能篡改生产日期,question_xibei,0.8,LLM校正：质疑西贝诚信,"{""sentiment"": {}, ""stance"": {}}",,,negative,0.7,暗示西贝可能篡改生产日期,question_xibei,0.8,质疑西贝诚信,false,rule+llm
bilibili_comment:274540823265,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,评论区预制哥破防了，给我看笑了,prepared_food_authenticity,2025-09-13T16:56:19+08:00,42,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.7,LLM校正：调侃评论区现象,unclear_meme,0.6,LLM校正：非直接评论事件,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.7,调侃评论区现象,unclear_meme,0.6,非直接评论事件,true,rule+llm
bilibili_comment:274542531281,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,蜀汉老面古法戗面馒头。,price_value,2025-09-13T17:15:09+08:00,0,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：仅提及馒头名称,unclear_meme,0.7,LLM校正：可能玩梗，无立场,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,仅提及馒头名称,unclear_meme,0.7,可能玩梗，无立场,true,rule+llm
bilibili_comment:274544482577,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,"资本家联盟：（来自豆包AI，不保真）
巴奴毛肚火锅创始人杜中兵
吉祥馄饨创始人张彪
朱光玉火锅联合创始人李扬
华与华营销咨询有限公司董事长华杉
胖东来创始人于东来
眉州东坡创始人王刚
九毛九集团创始人管毅宏
中国连锁经营协会
餐饮老板内参",catering_industry_general,2025-09-13T17:35:43+08:00,5,neutral,0.4,未命中明确线索。,neutral_discussion,0.75,规则命中 neutral_discussion 关键词：餐饮。,neutral,0.9,LLM校正：客观列出名单,neutral_discussion,0.85,LLM校正：提供行业信息，无倾向,"{""sentiment"": {}, ""stance"": {""neutral_discussion"": [""餐饮""]}}",,neutral_discussion,neutral,0.9,客观列出名单,neutral_discussion,0.85,提供行业信息，无倾向,false,rule+llm
